"sentence","startTime","endTime","speaker_id","speaker_name"
"That is what the idea of workflow is like.","08:50","08:53",0,"Jarad DeLorenzo"
"The instruction manual is different for the Lamborghini than it was for like the Ford Model T, but they all have the same components.","08:53","09:00",0,"Jarad DeLorenzo"
"And those components in AI are the goal that we're working towards.","09:00","09:06",0,"Jarad DeLorenzo"
"It is the plan, like the implementation plan.","09:07","09:11",0,"Jarad DeLorenzo"
"If you're working on code, it doesn't even have to be code.","09:11","09:13",0,"Jarad DeLorenzo"
"It could be an interior design that you're working on.","09:13","09:16",0,"Jarad DeLorenzo"
"You have some plan, it could be a, a case you're working on.","09:16","09:21",0,"Jarad DeLorenzo"
"Maybe you're a lawyer, right?","09:21","09:22",0,"Jarad DeLorenzo"
"And you have a plan on how you're going to defend yourself or how you're going to prosecute, right?","09:23","09:30",0,"Jarad DeLorenzo"
"You have a plan, you have a goal and you have the progress, which is like the state.","09:30","09:35",0,"Jarad DeLorenzo"
"You can think of as like the, you know, the state machine where you are now, right?","09:35","09:40",0,"Jarad DeLorenzo"
"I have 13 requirements and right now I only have one that's implemented.","09:40","09:46",0,"Jarad DeLorenzo"
"That would be like the progress.","09:46","09:47",0,"Jarad DeLorenzo"
"That is it, right?","09:47","09:48",0,"Jarad DeLorenzo"
"If you take those three things, you can apply them to any tool anywhere you go.","09:49","09:53",0,"Jarad DeLorenzo"
"Like even take away AI.","09:53","09:55",0,"Jarad DeLorenzo"
"Those are like the fundamental pieces of how we're going to work as engineers.","09:55","09:59",0,"Jarad DeLorenzo"
"And it's so different than what we're used to because went to college, maybe went, maybe we've learned our whole life how to engineer things.","09:59","10:08",0,"Jarad DeLorenzo"
"But it doesn't matter anymore because that's not the problem.","10:08","10:11",0,"Jarad DeLorenzo"
"Engineering is done engineer, like AI can engineer it better than you.","10:12","10:16",0,"Jarad DeLorenzo"
"Just like how no matter how much you love stick shifts, right, you're not going to be faster than the computer.","10:16","10:22",0,"Jarad DeLorenzo"
"Timed optimal shifting of the gears, right?","10:22","10:25",0,"Jarad DeLorenzo"
"So you could drive stick, but it's like your hobby, right?","10:25","10:29",0,"Jarad DeLorenzo"
"You're not going to better than the automatic computerized paddle shifters of your Corvette.","10:29","10:34",0,"Jarad DeLorenzo"
"You know, you lose that idea in there.","10:35","10:37",0,"Jarad DeLorenzo"
"But, but the kids in the future aren't going to care about the shift.","10:37","10:41",0,"Jarad DeLorenzo"
"They're going to just take the optimal gains.","10:41","10:43",0,"Jarad DeLorenzo"
"And that's what we're doing here, right?","10:43","10:45",0,"Jarad DeLorenzo"
"It doesn't matter.","10:45","10:46",0,"Jarad DeLorenzo"
"All that matters is that there's these basic components and that we know how to manipulate them and have AI solve it for us, right?","10:48","10:58",0,"Jarad DeLorenzo"
"But that for the longest time, not long, you know, a couple months in the summer of last year, I was a little bit like, I was in like a depressed mood.","10:59","11:08",0,"Jarad DeLorenzo"
"I was, I was sad because I thought my entire career, like, it's almost like you spend your whole life like proud of having this skill that someone will pay you for, right?","11:08","11:21",0,"Jarad DeLorenzo"
"Like that you're good at and like you pride yourself on it.","11:21","11:25",0,"Jarad DeLorenzo"
"And then overnight, like literally overnight, it's just like, oh yeah, we don't need you anymore.","11:25","11:29",0,"Jarad DeLorenzo"
"Like that's, that was like a very big hit.","11:29","11:33",0,"Jarad DeLorenzo"
"And a lot of people are still in that place.","11:33","11:34",0,"Jarad DeLorenzo"
"They feel almost like they're getting pushed out by AI.","11:34","11:38",0,"Jarad DeLorenzo"
"And the thing that keeps me excited is I realized at some point and I could go into that, I don't, I can go maybe offline or something.","11:38","11:46",0,"Jarad DeLorenzo"
"But I did have an epiphany when I was working on something else non code related and I realized that's not true at all.","11:46","11:53",0,"Jarad DeLorenzo"
"Like, we will still be engineers, we will still be the highest paid like profession in the top, highest paid profession and they still need us.","11:53","12:03",0,"Jarad DeLorenzo"
"And it's not because AI is not smart enough.","12:03","12:05",0,"Jarad DeLorenzo"
"It's because the problem at the problem space and the solution space have shifted.","12:05","12:11",0,"Jarad DeLorenzo"
"Our skills are still valuable, right?","12:11","12:13",0,"Jarad DeLorenzo"
"Continuous integration being rigorous, being able to like test against criteria, being able to come up with the requirements and be able to defend them, make decisions on the fly, all of that stuff we still need.","12:14","12:25",0,"Jarad DeLorenzo"
"And there's no profession that does it better than engineering, right?","12:26","12:30",0,"Jarad DeLorenzo"
"And even by extension, product.","12:30","12:32",0,"Jarad DeLorenzo"
"Anyone that works in the engineering group, you know, design engine that are all part of the product evolution, the product life cycle, right?","12:34","12:44",0,"Jarad DeLorenzo"
"That is very important.","12:45","12:47",0,"Jarad DeLorenzo"
"It's a unique skill.","12:47","12:49",0,"Jarad DeLorenzo"
"And the only thing that means is we're going to be able to make things, more things.","12:49","12:53",0,"Jarad DeLorenzo"
"We're going to be able to make more, more things.","12:53","12:56",0,"Jarad DeLorenzo"
"No one is going to say, all right, you know what, AI is making things.","12:56","13:00",0,"Jarad DeLorenzo"
"Let's just, we're Going to cap it right there.","13:00","13:02",0,"Jarad DeLorenzo"
"I'm going to be happy with making 10 things.","13:02","13:04",0,"Jarad DeLorenzo"
"Now that we have AI, they're just going to be like, we need more stuff, we need more of these.","13:05","13:09",0,"Jarad DeLorenzo"
"I'm going to call them agentic engineers because I think that's where the world is heading towards that term.","13:10","13:14",0,"Jarad DeLorenzo"
"But we need more of these engineers.","13:15","13:16",0,"Jarad DeLorenzo"
"Yeah, it's not the same.","13:17","13:18",0,"Jarad DeLorenzo"
"You're not like doing design patterns, but knowing them very important.","13:18","13:23",0,"Jarad DeLorenzo"
"Because just like a manager would say, hey intern, this is a very non modular design.","13:23","13:29",0,"Jarad DeLorenzo"
"You still have to do that and that skill is still valuable.","13:30","13:32",0,"Jarad DeLorenzo"
"AI could do it.","13:32","13:33",0,"Jarad DeLorenzo"
"Yeah, it can do it.","13:34","13:35",0,"Jarad DeLorenzo"
"But you are the director, you are the owner.","13:35","13:40",0,"Jarad DeLorenzo"
"It's, it's more akin to saying, now with AI, we still need everyone just like a company.","13:40","13:48",0,"Jarad DeLorenzo"
"So that's something that I want to make you guys understand too, that when you're confused about how AI takes up the space in this new world that we're in, think of it as a company.","13:48","13:59",0,"Jarad DeLorenzo"
"Think of an agent as an employee and think of you running those agents as the CEO there.","14:00","14:08",0,"Jarad DeLorenzo"
"It's not only a good analogy, it is a one to one, direct 100% mapping.","14:09","14:14",0,"Jarad DeLorenzo"
"The only thing you could argue is like, okay, AI is not conscious.","14:15","14:18",0,"Jarad DeLorenzo"
"Fine, it's not conscious.","14:19","14:21",0,"Jarad DeLorenzo"
"Maybe it is, maybe it is.","14:21","14:22",0,"Jarad DeLorenzo"
"That's not philosophical, right?","14:22","14:23",0,"Jarad DeLorenzo"
"We're just going to talk objectively, right?","14:23","14:25",0,"Jarad DeLorenzo"
"AI, you treat it like a human.","14:26","14:29",0,"Jarad DeLorenzo"
"Treat it like a human.","14:29","14:30",0,"Jarad DeLorenzo"
"I'm not saying it's a human.","14:30","14:32",0,"Jarad DeLorenzo"
"Get past that whole barrier that makes you think.","14:32","14:34",0,"Jarad DeLorenzo"
"It's weird when you're talking to AI and you get that funny feeling when you're like saying something that's human and you're like, oh, what am I doing?","14:34","14:42",0,"Jarad DeLorenzo"
"It's a computer.","14:42","14:43",0,"Jarad DeLorenzo"
"No, there is benefit in talking to it like a human.","14:43","14:46",0,"Jarad DeLorenzo"
"When I started embracing that, I got so much better at being able to solve problems.","14:46","14:53",0,"Jarad DeLorenzo"
"Understanding that when it's wrong, when it does something wrong, I don't blame it.","14:53","14:58",0,"Jarad DeLorenzo"
"Just like I don't blame an employee.","14:58","15:00",0,"Jarad DeLorenzo"
"If, if I'm looking at Circle CI and I see a bunch of bugs, I don't go, oh my God, I'm going to fire this guy that made this code like that's not even in your brain because it doesn't make sense.","15:00","15:13",0,"Jarad DeLorenzo"
"And I'm saying that it's the same thing with AI.","15:13","15:15",0,"Jarad DeLorenzo"
"And there's a lot of people out there that see, oh, all the mistakes AI makes is as a flaw, like, oh, AI is so bad, I'm never going to trust AI do it myself, right?","15:15","15:24",0,"Jarad DeLorenzo"
"Well, you could say humans are flawed.","15:25","15:28",0,"Jarad DeLorenzo"
"Therefore, I want to run the company by myself.","15:28","15:30",0,"Jarad DeLorenzo"
"And you will fail because you can't run the company by yourself.","15:31","15:34",0,"Jarad DeLorenzo"
"It doesn't scale, doesn't make sense, you know, and just like running a company, you can't just be given a group of employees and then you're entitled to success.","15:34","15:45",0,"Jarad DeLorenzo"
"It's not like, hey, I'm going to start a company, here's 10,000 bucks and, or a million, whatever your seed money is, and I'm just going to use it.","15:46","15:53",0,"Jarad DeLorenzo"
"It's not considered like cheating to have people work for you, right?","15:53","15:57",0,"Jarad DeLorenzo"
"And the reason is, it's not trivial.","15:57","16:00",0,"Jarad DeLorenzo"
"It's.","16:00","16:01",0,"Jarad DeLorenzo"
"There's an art to running a company, right?","16:01","16:03",0,"Jarad DeLorenzo"
"That's why there's Googles and there's, I don't know, a bad company, some bad company out there, right?","16:04","16:12",0,"Jarad DeLorenzo"
"There's two different kinds.","16:13","16:15",0,"Jarad DeLorenzo"
"There's the good ones, there's the bad ones.","16:15","16:16",0,"Jarad DeLorenzo"
"And the reason is there's an infinite amount of ways to run a company, right?","16:16","16:21",0,"Jarad DeLorenzo"
"If you go to school, you'll go, maybe you go to the Wharton School of Business and maybe they teach you a certain way.","16:21","16:25",0,"Jarad DeLorenzo"
"Maybe you're Google and you don't even have rules or structure and you just toss everyone in and make them work.","16:26","16:31",0,"Jarad DeLorenzo"
"Just hire the smartest people ever.","16:31","16:33",0,"Jarad DeLorenzo"
"See what happens, right?","16:33","16:34",0,"Jarad DeLorenzo"
"These are very, very similar things that people are doing now with AI right?","16:35","16:39",0,"Jarad DeLorenzo"
"Nobody knows what the best way is.","16:39","16:42",0,"Jarad DeLorenzo"
"And it doesn't make sense to say this is the best workflow or this is the best model.","16:42","16:46",0,"Jarad DeLorenzo"
"Just the same way as it say, this isn't, this is how you make a company.","16:47","16:50",0,"Jarad DeLorenzo"
"There's infinite ways.","16:50","16:51",0,"Jarad DeLorenzo"
"There's different styles, there's different, like, targets to hit, different things to optimize.","16:51","16:56",0,"Jarad DeLorenzo"
"Maybe you want to optimize efficiency and you have like, Elon in their optimizing efficiency by getting rid of the lowest 10% of the people.","16:56","17:05",0,"Jarad DeLorenzo"
"And these are just.","17:05","17:06",0,"Jarad DeLorenzo"
"Nobody knows if they'll work.","17:07","17:08",0,"Jarad DeLorenzo"
"They just try it.","17:08","17:09",0,"Jarad DeLorenzo"
"And the ones that work, they're billionaires, right?","17:09","17:11",0,"Jarad DeLorenzo"
"Think of that like AI if there's one thing you take away, no matter what I show you today, more important than ever is think of these.","17:12","17:21",0,"Jarad DeLorenzo"
"When you're talking to an agent, when you're talking to a model, you are talking to your internal or you're talking to a team member and an agent.","17:21","17:32",0,"Jarad DeLorenzo"
"I'm going to talk about that real quick before we get into like, looking at stuff.","17:32","17:36",0,"Jarad DeLorenzo"
"But just to define what an agent is, it's nothing magical or special.","17:36","17:41",0,"Jarad DeLorenzo"
"It is just an LLM like Chat GPT like Claude that has pre loaded context.","17:41","17:54",0,"Jarad DeLorenzo"
"I'm going to talk about context too, but there's.","17:55","17:57",0,"Jarad DeLorenzo"
"It's preloaded context.","17:57","17:59",0,"Jarad DeLorenzo"
"So let's say I'm gonna start now, actually, because the first thing I'm going to talk about is Chat GBT versus Claude.","17:59","18:08",0,"Jarad DeLorenzo"
"And I know that you guys use Chat gbt.","18:08","18:10",0,"Jarad DeLorenzo"
"Everyone in the world uses it.","18:10","18:11",0,"Jarad DeLorenzo"
"And a lot of times I get weird looks when they say, oh, why do you use this over that?","18:11","18:16",0,"Jarad DeLorenzo"
"And it's not like a preference.","18:17","18:18",0,"Jarad DeLorenzo"
"It's not like, oh, Claude is better.","18:18","18:20",0,"Jarad DeLorenzo"
"I mean, but it is sometimes.","18:20","18:22",0,"Jarad DeLorenzo"
"Now ChatGPT does have some good models, but forget about that.","18:22","18:26",0,"Jarad DeLorenzo"
"That's not why I like Claude.","18:27","18:28",0,"Jarad DeLorenzo"
"It's because of the context and the way you can manipulate it.","18:28","18:32",0,"Jarad DeLorenzo"
"And that's where I'm gonna start in.","18:32","18:34",0,"Jarad DeLorenzo"
"So I'm gonna share my screen.","18:34","18:35",0,"Jarad DeLorenzo"
"I realized I'm trying to get my face working.","18:36","18:39",0,"Jarad DeLorenzo"
"Who cares?","18:39","18:40",0,"Jarad DeLorenzo"
"Because you're not gonna.","18:40","18:40",0,"Jarad DeLorenzo"
"My face we're just gonna put on the screen.","18:40","18:42",0,"Jarad DeLorenzo"
"So let's.","18:43","18:48",0,"Jarad DeLorenzo"
"And.","18:49","18:49",0,"Jarad DeLorenzo"
"Share.","18:56","18:57",1,"Gershon Herczeg"
"Oh, I guess that's working.","19:03","19:05",0,"Jarad DeLorenzo"
"But that's a weird angle.","19:05","19:05",0,"Jarad DeLorenzo"
"All right, we're going to keep that and I'm going to share the whole screen.","19:05","19:10",0,"Jarad DeLorenzo"
"Great.","19:14","19:15",0,"Jarad DeLorenzo"
"So I gotta get good at my like meeting FU because I'm wondering like, how do I ask you guys questions and see thumbs up, but I'm just gonna ask.","19:16","19:26",0,"Jarad DeLorenzo"
"So the nice thing about teams, you could easily send like emotions and like wave your.","19:26","19:31",1,"Gershon Herczeg"
"Raise your hand.","19:32","19:33",1,"Gershon Herczeg"
"So people will do that if needed.","19:33","19:34",1,"Gershon Herczeg"
"Okay, awesome.","19:34","19:35",0,"Jarad DeLorenzo"
"So we could also feel free to.","19:35","19:37",1,"Gershon Herczeg"
"Speak, I think what is in what is important.","19:37","19:40",0,"Jarad DeLorenzo"
"Yeah, Please interrupt me because I I am known for just talking because I just can't get enough of like telling about this stuff.","19:40","19:48",0,"Jarad DeLorenzo"
"So please interrupt me if you need to say something.","19:48","19:50",0,"Jarad DeLorenzo"
"But I want to know how many of you use chatgpt as in I don't know if you have the desktop version, but we have like Chat GPT desktop and so laggy.","19:50","20:12",0,"Jarad DeLorenzo"
"Why I hate that.","20:12","20:13",0,"Jarad DeLorenzo"
"It's so annoying.","20:13","20:14",0,"Jarad DeLorenzo"
"Let me close that.","20:16","20:17",0,"Jarad DeLorenzo"
"What is it doing versus Claude Desktop?","20:17","20:22",0,"Jarad DeLorenzo"
"So do.","20:22","20:23",0,"Jarad DeLorenzo"
"Does any of you use Claude versus ChatGPT and you wonder why you would use one or the other or.","20:24","20:32",0,"Jarad DeLorenzo"
"Because I know actually I use Claude.","20:34","20:37",0,"Jarad DeLorenzo"
"Usually when I'm doing coding, when I have like a question or I'm in the mood to like discuss something, I just go to Chat GPT just because it's like a habit.","20:37","20:44",1,"Gershon Herczeg"
"I'm used to it and it has a lot of my existing context.","20:44","20:47",1,"Gershon Herczeg"
"It's aware of my previous conversations, which is very helpful to me.","20:48","20:51",1,"Gershon Herczeg"
"Yes.","20:51","20:51",0,"Jarad DeLorenzo"
"So they had a good jump on the spot because before even MCP servers, ChatGPT had that.","20:52","20:59",0,"Jarad DeLorenzo"
"They advertised their memory.","20:59","21:01",0,"Jarad DeLorenzo"
"And it's pretty.","21:02","21:03",0,"Jarad DeLorenzo"
"It's pretty.","21:04","21:05",0,"Jarad DeLorenzo"
"What's the word?","21:06","21:06",0,"Jarad DeLorenzo"
"Archaic or.","21:07","21:08",0,"Jarad DeLorenzo"
"You know, their memory is pretty basic, right?","21:08","21:10",0,"Jarad DeLorenzo"
"You can go and look at what it knows, and it's basically like one sentence, facts, right?","21:10","21:15",0,"Jarad DeLorenzo"
"Chad GPT will be like, you have a daughter, you have a son named Chase.","21:15","21:19",0,"Jarad DeLorenzo"
"You play the piano like they're not related.","21:20","21:22",0,"Jarad DeLorenzo"
"There's no graph involved, there's just facts.","21:22","21:27",0,"Jarad DeLorenzo"
"And that's powerful, right?","21:27","21:29",0,"Jarad DeLorenzo"
"Because like, it.","21:29","21:30",0,"Jarad DeLorenzo"
"Once it remembers something, you're like, oh, my God, this is a human I'm talking to.","21:30","21:34",0,"Jarad DeLorenzo"
"And it's great.","21:34","21:35",0,"Jarad DeLorenzo"
"But I posit or I pose to you how Claude is 100 times more powerful than chat GPT, regardless of the model.","21:35","21:46",0,"Jarad DeLorenzo"
"And I'm just going to tell you, this is the progressive steps that I figured out as I move through, because I think throwing you into where I'm at now going to be like a shock in your.","21:47","21:59",0,"Jarad DeLorenzo"
